8.784494024488147090e+01 8.390634313122251342e+01
8.799219727821802906e+01 8.391364607919635432e+01
8.815581620414748443e+01 8.395357982522519080e+01
8.833579702266990807e+01 8.402614436930903707e+01
8.853980190752555757e+01 8.401640710534393008e+01
8.876783085871439027e+01 8.395163785431810766e+01
8.901170292993995758e+01 8.379911283104571851e+01
8.928343015436885821e+01 8.366051538437498891e+01
8.957483158570468618e+01 8.350799036110258555e+01
8.988016059364214527e+01 8.338906712133874066e+01
9.018305528558832407e+01 8.324228872837153403e+01
9.047202240093284331e+01 8.310125696570950993e+01
9.075498349969406320e+01 8.292315155843530761e+01
9.105404710477010610e+01 8.262440704693878502e+01
9.134223606128033168e+01 8.239085071953594763e+01
9.161328496636326690e+01 8.221378285737415581e+01
9.189339281606531529e+01 8.203184636322977497e+01
9.214408919489540040e+01 8.186627176167834818e+01
9.237842368113253144e+01 8.170069716012693561e+01
9.257915638386111823e+01 8.159083286498216125e+01
9.274959961739510561e+01 8.149246183044782299e+01
9.291186190463263017e+01 8.141951163312555195e+01
9.304383472267551269e+01 8.129425643084138642e+01
9.315944564812544115e+01 8.115604463740911001e+01
9.324285156094570937e+01 8.107471381481370543e+01
9.333208387746604728e+01 8.095842457001776893e+01
9.336169502731466707e+01 8.097897677524728977e+01
9.332829292278279354e+01 8.105767360287477175e+01
9.325885471875108124e+01 8.112000853790929966e+01
9.312883757633015591e+01 8.119627104954550134e+01
9.295460338811294321e+01 8.128159250580083039e+01
9.274433310039587752e+01 8.138746616728565186e+01
9.244832242335564843e+01 8.156489325521391720e+01
9.218641223628668513e+01 8.186914507683094655e+01
9.182225343424784114e+01 8.215432808984965618e+01
9.134531052834621789e+01 8.240416017507196500e+01
9.073756546883187468e+01 8.269061369200917966e+01
9.004868926569879761e+01 8.299430709986201293e+01
8.929991244352247293e+01 8.331524039863043640e+01
8.846425784742218923e+01 8.361737748881463972e+01
8.758925483750820717e+01 8.392194889499010912e+01
8.666263199433571174e+01 8.421137556656827883e+01
8.570649784080296740e+01 8.453318686365933843e+01
8.472494285005812742e+01 8.484681721445393521e+01
8.374250986099063709e+01 8.515801324925728011e+01
8.270237124868651790e+01 8.553543501326667808e+01
8.167815552981403471e+01 8.584000641944214749e+01
8.063913423601722741e+01 8.608643320321966996e+01
7.959680062790650368e+01 8.632954767268323337e+01
7.858719080498164544e+01 8.653087941234183234e+01
7.761605139754789207e+01 8.671740557707607877e+01
